postcode,latitude,longitude,city
NR28,52.82203,1.40068,Norfolk
NR29,52.6926,1.63932,Norfolk
NR3,52.64332,1.29511,Norfolk
NR30,52.61874,1.72926,Norfolk
NR31,52.57614,1.71087,Norfolk
NR4,52.61357,1.26479,Norfolk
NR5,52.6405,1.23427,Norfolk
NR6,52.66074,1.2831,Norfolk
NR8,52.67798,1.21188,Norfolk
NR9,52.63574,1.10973,Norfolk
PE14,52.63884,0.21112,Norfolk
PE30,52.75978,0.41884,Norfolk
PE31,52.87538,0.56647,Norfolk
PE32,52.73016,0.62756,Norfolk
PE33,52.64814,0.46886,Norfolk
PE34,52.7245,0.33986,Norfolk
PE35,52.8253,0.51155,Norfolk
PE36,52.936,0.50754,Norfolk
PE37,52.64414,0.69336,Norfolk
PE38,52.58977,0.37698,Norfolk
DN31,53.57014,-0.08648,North East Lincolnshire
DN32,53.56266,-0.06869,North East Lincolnshire
DN33,53.53974,-0.09691,North East Lincolnshire
DN34,53.55705,-0.11123,North East Lincolnshire
DN35,53.55494,-0.03583,North East Lincolnshire
DN37,53.54033,-0.13461,North East Lincolnshire
DN40,53.6208,-0.22331,North East Lincolnshire
DN41,53.58351,-0.19466,North East Lincolnshire
DN15,53.61469,-0.64994,North Lincolnshire
DN16,53.56782,-0.63935,North Lincolnshire
DN17,53.5721,-0.70114,North Lincolnshire
DN18,53.68055,-0.44643,North Lincolnshire
DN19,53.68387,-0.35847,North Lincolnshire
DN20,53.55723,-0.50531,North Lincolnshire
DN39,53.617,-0.33385,North Lincolnshire
DN9,53.50661,-0.89316,North Lincolnshire
BS20,51.47916,-2.75176,North Somerset
BS21,51.43443,-2.84886,North Somerset
BS22,51.36008,-2.92936,North Somerset
BS23,51.34266,-2.97065,North Somerset
BS24,51.32769,-2.93158,North Somerset
BS25,51.32039,-2.82522,North Somerset
BS29,51.33081,-2.87709,North Somerset
BS41,51.42221,-2.65158,North Somerset
BS48,51.42523,-2.748,North Somerset
BS49,51.3798,-2.81767,North Somerset
NE12,55.0246,-1.56823,North Tyneside
NE25,55.04945,-1.48656,North Tyneside
NE26,55.05201,-1.45679,North Tyneside
NE27,55.03247,-1.51025,North Tyneside
NE28,55.00015,-1.51846,North Tyneside
NE29,55.0116,-1.46359,North Tyneside
NE30,55.02138,-1.44,North Tyneside
BD23,53.99264,-2.05339,North Yorkshire
BD24,54.07773,-2.27361,North Yorkshire
DL10,54.41381,-1.69025,North Yorkshire
DL11,54.43841,-1.8751,North Yorkshire
DL6,54.37042,-1.38885,North Yorkshire
DL7,54.33761,-1.48471,North Yorkshire
DL8,54.29267,-1.78489,North Yorkshire
DL9,54.37521,-1.70902,North Yorkshire
HG1,53.99983,-1.53313,North Yorkshire
HG2,53.98722,-1.52565,North Yorkshire
HG3,54.03069,-1.61676,North Yorkshire
HG4,54.15636,-1.5666,North Yorkshire
HG5,54.013,-1.45668,North Yorkshire
LS24,53.86987,-1.25168,North Yorkshire
TS9,54.46614,-1.16368,North Yorkshire
YO11,54.26511,-0.39535,North Yorkshire
YO12,54.27356,-0.42267,North Yorkshire
YO13,54.28798,-0.49587,North Yorkshire
YO14,54.19903,-0.29672,North Yorkshire
YO17,54.13631,-0.75397,North Yorkshire
YO18,54.2587,-0.76717,North Yorkshire
YO21,54.47654,-0.71123,North Yorkshire
YO22,54.45038,-0.62104,North Yorkshire
YO51,54.08182,-1.37628,North Yorkshire
YO60,54.08237,-0.94057,North Yorkshire
YO61,54.11579,-1.1937,North Yorkshire
YO62,54.24282,-0.99325,North Yorkshire
YO7,54.2237,-1.3496,North Yorkshire
YO8,53.7813,-1.05745,North Yorkshire
LE16,52.48616,-0.89244,Northamptonshire
MK19,52.07215,-0.85164,Northamptonshire
NN1,52.24154,-0.88682,Northamptonshire
NN10,52.2915,-0.59668,Northamptonshire
NN11,52.24033,-1.17833,Northamptonshire
NN12,52.12744,-0.99778,Northamptonshire
NN13,52.0324,-1.14715,Northamptonshire
NN14,52.40948,-0.69145,Northamptonshire
NN15,52.38446,-0.70542,Northamptonshire
NN16,52.40531,-0.72098,Northamptonshire
NN17,52.50026,-0.68876,Northamptonshire
NN18,52.47986,-0.7144,Northamptonshire
NN2,52.2623,-0.89509,Northamptonshire
NN29,52.2599,-0.66362,Northamptonshire
NN3,52.26182,-0.84528,Northamptonshire
NN4,52.21645,-0.89623,Northamptonshire
NN5,52.24732,-0.92916,Northamptonshire
NN6,52.32208,-0.9435,Northamptonshire
NN7,52.20954,-0.92714,Northamptonshire
NN8,52.30254,-0.69754,Northamptonshire
NN9,52.33288,-0.59831,Northamptonshire
OX17,52.07291,-1.28938,Northamptonshire
PE8,52.52694,-0.44176,Northamptonshire
NE18,55.03787,-1.86072,Northumberland
NE19,55.17901,-2.0958,Northumberland
NE20,55.05304,-1.78553,Northumberland
NE22,55.1361,-1.58428,Northumberland
NE23,55.08037,-1.58173,Northumberland
NE24,55.12238,-1.52013,Northumberland
NE41,54.9758,-1.81875,Northumberland
NE42,54.96237,-1.85474,Northumberland
NE43,54.94804,-1.90475,Northumberland
NE44,54.94268,-1.97814,Northumberland
NE45,54.97683,-2.01563,Northumberland
NE46,54.97948,-2.10626,Northumberland
NE47,54.92894,-2.25127,Northumberland
NE48,55.13114,-2.25724,Northumberland
NE49,54.96698,-2.45927,Northumberland
NE61,55.18045,-1.68905,Northumberland
NE62,55.16129,-1.59187,Northumberland
NE63,55.17736,-1.56187,Northumberland
NE64,55.18437,-1.51467,Northumberland
NE65,55.3127,-1.75104,Northumberland
NE66,55.42858,-1.73135,Northumberland
NE67,55.53363,-1.6926,Northumberland
NE68,55.57398,-1.65739,Northumberland
NE69,55.60468,-1.71586,Northumberland
NE70,55.59409,-1.81591,Northumberland
NE71,55.55558,-2.04439,Northumberland
NG1,52.954,-1.147,Nottingham
NG11,52.89934,-1.17335,Nottingham
NG3,52.96735,-1.12887,Nottingham
NG5,52.99713,-1.14317,Nottingham
NG6,52.99746,-1.19085,Nottingham
NG7,52.95779,-1.17521,Nottingham
NG8,52.96434,-1.21231,Nottingham
DN10,53.42705,-0.94339,Nottinghamshire
DN22,53.32352,-0.92643,Nottinghamshire
NG12,52.91104,-1.05415,Nottinghamshire
NG13,52.94767,-0.92087,Nottinghamshire
NG14,53.01519,-1.03696,Nottinghamshire
NG15,53.04519,-1.20338,Nottinghamshire
NG16,53.02688,-1.29319,Nottinghamshire
NG17,53.11569,-1.26035,Nottinghamshire
NG18,53.13766,-1.18373,Nottinghamshire
NG19,53.15933,-1.19678,Nottinghamshire
NG2,52.935,-1.131,Nottinghamshire
NG20,53.20958,-1.18386,Nottinghamshire
NG21,53.14069,-1.10443,Nottinghamshire
NG22,53.17826,-0.97046,Nottinghamshire
NG23,53.11553,-0.80012,Nottinghamshire
NG24,53.06966,-0.79841,Nottinghamshire
NG25,53.07294,-0.95506,Nottinghamshire
NG4,52.97062,-1.08561,Nottinghamshire
NG9,52.92583,-1.23533,Nottinghamshire
S80,53.29205,-1.14928,Nottinghamshire
S81,53.3377,-1.12134,Nottinghamshire
M35,53.50714,-2.1523,Oldham
OL1,53.54944,-2.10566,Oldham
OL2,53.57191,-2.10874,Oldham
OL3,53.55309,-2.00906,Oldham
OL4,53.54228,-2.07244,Oldham
OL8,53.52606,-2.11616,Oldham
OL9,53.53952,-2.14186,Oldham
OX1,51.74451,-1.25978,Oxfordshire
OX10,51.60781,-1.12625,Oxfordshire
OX11,51.59965,-1.24626,Oxfordshire
OX12,51.59437,-1.42537,Oxfordshire
OX13,51.67849,-1.34765,Oxfordshire
OX14,51.66728,-1.2755,Oxfordshire
OX15,52.03219,-1.40666,Oxfordshire
OX16,52.06241,-1.34061,Oxfordshire
OX18,51.76232,-1.59134,Oxfordshire
OX2,51.7644,-1.27685,Oxfordshire
OX20,51.85659,-1.35814,Oxfordshire
OX25,51.90067,-1.21216,Oxfordshire
OX26,51.90114,-1.15109,Oxfordshire
OX27,51.93709,-1.14751,Oxfordshire
OX28,51.78529,-1.48675,Oxfordshire
OX29,51.79403,-1.43154,Oxfordshire
OX3,51.76131,-1.21458,Oxfordshire
OX33,51.75813,-1.14653,Oxfordshire
OX39,51.70045,-0.91317,Oxfordshire
OX4,51.72984,-1.21513,Oxfordshire
OX44,51.70046,-1.13025,Oxfordshire
OX49,51.64996,-0.99967,Oxfordshire
OX5,51.82917,-1.28016,Oxfordshire
OX6,51.90845,-1.16695,Oxfordshire
OX7,51.91135,-1.52747,Oxfordshire
OX8,51.78964,-1.4548,Oxfordshire
OX9,51.73794,-0.9818,Oxfordshire
RG8,51.50513,-1.10516,Oxfordshire
RG9,51.54407,-0.92267,Oxfordshire
SN7,51.64892,-1.56345,Oxfordshire
PE1,52.58704,-0.23885,Peterborough
PE2,52.56043,-0.26352,Peterborough
PE3,52.58758,-0.27573,Peterborough
PE4,52.61262,-0.26589,Peterborough
PE5,52.57867,-0.34398,Peterborough
PL1,50.37074,-4.15317,Plymouth
PL2,50.38856,-4.16242,Plymouth
PL3,50.38744,-4.12578,Plymouth
PL4,50.3748,-4.12803,Plymouth
PL5,50.41008,-4.16621,Plymouth
PL6,50.4173,-4.11586,Plymouth
PL7,50.3916,-4.04436,Plymouth
PL9,50.35394,-4.08773,Plymouth
BH12,50.73692,-1.9263,Poole
BH13,50.70993,-1.91785,Poole
BH14,50.72164,-1.94333,Poole
BH15,50.72165,-1.98442,Poole
BH17,50.74593,-1.97449,Poole
BH18,50.75853,-1.99291,Poole
PO1,50.79903,-1.08749,Portsmouth
PO2,50.81603,-1.07722,Portsmouth
PO3,50.81589,-1.05877,Portsmouth
PO4,50.78983,-1.06213,Portsmouth
PO5,50.78821,-1.08486,Portsmouth
PO6,50.84564,-1.06811,Portsmouth
RG1,51.45366,-0.96942,Reading
RG2,51.42655,-0.95421,Reading
RG30,51.45133,-1.01265,Reading
RG31,51.45607,-1.04134,Reading
RG4,51.48063,-0.96882,Reading
TS10,54.60656,-1.06791,Redcar and Cleveland
TS11,54.58734,-1.02501,Redcar and Cleveland
TS12,54.56258,-0.96528,Redcar and Cleveland
TS13,54.54989,-0.85427,Redcar and Cleveland
TS14,54.53189,-1.06034,Redcar and Cleveland
TS6,54.56583,-1.15236,Redcar and Cleveland
M24,53.55113,-2.19624,Rochdale
OL10,53.59064,-2.22211,Rochdale
OL11,53.606,-2.17382,Rochdale
OL12,53.63567,-2.16487,Rochdale
OL15,53.64384,-2.09985,Rochdale
OL16,53.61234,-2.13152,Rochdale
S25,53.36891,-1.21389,Rotherham
S26,53.35678,-1.28624,Rotherham
S60,53.41376,-1.34698,Rotherham
S61,53.44367,-1.3932,Rotherham
S62,53.465,-1.34619,Rotherham
S64,53.4908,-1.29907,Rotherham
S65,53.43518,-1.31955,Rotherham
S66,53.42033,-1.24153,Rotherham
LE15,52.65594,-0.70037,Rutland
M27,53.51216,-2.33631,Salford
M28,53.51467,-2.39666,Salford
M3,53.48361,-2.25018,Salford
M30,53.48424,-2.35418,Salford
M38,53.53167,-2.42096,Salford
M44,53.44086,-2.42609,Salford
M5,53.47903,-2.28482,Salford
M6,53.49159,-2.29696,Salford
M7,53.50516,-2.26086,Salford
B43,52.54797,-1.92921,Sandwell
B64,52.47244,-2.06773,Sandwell
B65,52.48325,-2.04271,Sandwell
B66,52.49314,-1.96465,Sandwell
B67,52.48595,-1.97644,Sandwell
B68,52.47876,-2,Sandwell
B69,52.50213,-2.02799,Sandwell
B70,52.52012,-2.00295,Sandwell
B71,52.5354,-1.98968,Sandwell
DY4,52.53269,-2.05308,Sandwell
WS10,52.56057,-2.02065,Sandwell
L10,53.47398,-2.92668,Sefton
L20,53.45281,-2.98797,Sefton
L21,53.4707,-2.99893,Sefton
L22,53.47676,-3.0262,Sefton
L29,53.50679,-2.98319,Sefton
L30,53.48442,-2.97062,Sefton
L31,53.51346,-2.93659,Sefton
L37,53.55735,-3.06288,Sefton
L38,53.5242,-3.04998,Sefton
PR8,53.62613,-3.01016,Sefton
PR9,53.65974,-2.96859,Sefton
S1,53.3802,-1.46777,Sheffield
S10,53.37681,-1.51742,Sheffield
S11,53.36148,-1.50557,Sheffield
S12,53.34844,-1.40507,Sheffield
S13,53.36451,-1.3823,Sheffield
S14,53.34592,-1.44266,Sheffield
S17,53.32111,-1.52556,Sheffield
S2,53.36932,-1.44686,Sheffield
S20,53.33467,-1.35119,Sheffield
S3,53.38741,-1.47219,Sheffield
S35,53.45763,-1.49542,Sheffield
S4,53.399,-1.44949,Sheffield
S5,53.42152,-1.46124,Sheffield
S6,53.40195,-1.50962,Sheffield
S7,53.35422,-1.48913,Sheffield
S8,53.33978,-1.47578,Sheffield
S9,53.39794,-1.41641,Sheffield
DY14,52.37985,-2.46282,Shropshire
SY1,52.7228,-2.74039,Shropshire
SY10,52.83579,-3.12089,Shropshire
SY11,52.8663,-3.02808,Shropshire
SY12,52.90335,-2.89364,Shropshire
SY13,52.95147,-2.68921,Shropshire
SY2,52.70669,-2.72827,Shropshire
SY3,52.69923,-2.76959,Shropshire
SY4,52.79556,-2.75052,Shropshire
SY5,52.65299,-2.82791,Shropshire
SY6,52.53906,-2.79038,Shropshire
SY7,52.42508,-2.88688,Shropshire
SY8,52.36523,-2.69474,Shropshire
SY9,52.49803,-2.98558,Shropshire
TF11,52.66253,-2.35933,Shropshire
TF12,52.61175,-2.48003,Shropshire
TF13,52.57803,-2.5815,Shropshire
TF9,52.8977,-2.46832,Shropshire
WV15,52.51593,-2.37435,Shropshire
WV16,52.5112,-2.44062,Shropshire
WV7,52.63309,-2.27043,Shropshire
SL1,51.51751,-0.61916,Slough
SL2,51.5335,-0.60281,Slough
SL3,51.49961,-0.55198,Slough
B36,52.50373,-1.77899,Solihull
B37,52.47847,-1.74083,Solihull
B40,52.45865,-1.72181,Solihull
B90,52.4004,-1.82361,Solihull
B91,52.41382,-1.78238,Solihull
B92,52.43628,-1.77345,Solihull
B93,52.38048,-1.74288,Solihull
BA10,51.11291,-2.44576,Somerset
BA11,51.23652,-2.32519,Somerset
BA16,51.12489,-2.74313,Somerset
BA20,50.93753,-2.64193,Somerset
BA21,50.95107,-2.63358,Somerset
BA22,50.96814,-2.63666,Somerset
BA3,51.27468,-2.47313,Somerset
BA4,51.17102,-2.53073,Somerset
BA5,51.21266,-2.65291,Somerset
BA6,51.14042,-2.70478,Somerset
BA7,51.08833,-2.51835,Somerset
BA8,50.99883,-2.41046,Somerset
BA9,51.05729,-2.40955,Somerset
BS26,51.27971,-2.85461,Somerset
BS27,51.27131,-2.76987,Somerset
BS28,51.22515,-2.81349,Somerset
TA1,51.01234,-3.10203,Somerset
TA10,51.03262,-2.82438,Somerset
TA11,51.06039,-2.70214,Somerset
TA12,50.97452,-2.77207,Somerset
TA13,50.94638,-2.81004,Somerset
TA14,50.94588,-2.75024,Somerset
TA15,50.95058,-2.71757,Somerset
TA16,50.90693,-2.79229,Somerset
TA17,50.90753,-2.83497,Somerset
TA18,50.88269,-2.78619,Somerset
TA19,50.93392,-2.91373,Somerset
TA2,51.03303,-3.10109,Somerset
TA20,50.87329,-2.96087,Somerset
TA21,50.97673,-3.24507,Somerset
TA22,51.0451,-3.54509,Somerset
TA23,51.16171,-3.3516,Somerset
TA24,51.18137,-3.50957,Somerset
TA3,50.99403,-3.03889,Somerset
TA4,51.07092,-3.26758,Somerset
TA5,51.14633,-3.10379,Somerset
TA6,51.12479,-2.99895,Somerset
TA7,51.12999,-2.91187,Somerset
TA8,51.24445,-2.99294,Somerset
TA9,51.22588,-2.9553,Somerset
BS15,51.4589,-2.50527,South Gloucestershire
BS16,51.48496,-2.50988,South Gloucestershire
BS30,51.44465,-2.47201,South Gloucestershire
BS32,51.54228,-2.55955,South Gloucestershire
BS34,51.52338,-2.56364,South Gloucestershire
BS35,51.59629,-2.54866,South Gloucestershire
BS36,51.52553,-2.48582,South Gloucestershire
BS37,51.53928,-2.41675,South Gloucestershire
GL9,51.55763,-2.29718,South Gloucestershire
NE31,54.97136,-1.511,South Tyneside
NE32,54.96765,-1.48292,South Tyneside
NE33,54.99077,-1.42792,South Tyneside
NE34,54.97186,-1.42037,South Tyneside
NE35,54.95227,-1.4597,South Tyneside
NE36,54.94498,-1.43794,South Tyneside
SO14,50.90805,-1.39546,Southampton
SO15,50.91629,-1.42381,Southampton
SO16,50.93521,-1.43069,Southampton
SO17,50.92603,-1.3938,Southampton
SO18,50.92405,-1.35968,Southampton
SO19,50.90244,-1.35429,Southampton
SS0,51.54602,0.69146,Southend-on-Sea
SS1,51.53697,0.73275,Southend-on-Sea
SS2,51.54991,0.71766,Southend-on-Sea
SS3,51.54276,0.79224,Southend-on-Sea
SS9,51.55409,0.65298,Southend-on-Sea
L35,53.41478,-2.78244,St Helens
WA10,53.45362,-2.75454,St Helens
WA11,53.47721,-2.71879,St Helens
WA12,53.45343,-2.63104,St Helens
WA9,53.43676,-2.71811,St Helens
B77,52.61855,-1.66762,Staffordshire
B78,52.60598,-1.67362,Staffordshire
B79,52.65005,-1.68069,Staffordshire
DE13,52.80741,-1.68844,Staffordshire
DE14,52.80457,-1.6395,Staffordshire
DE15,52.79908,-1.6084,Staffordshire
DY7,52.46596,-2.22376,Staffordshire
ST10,52.98942,-1.96275,Staffordshire
ST11,52.96693,-2.06552,Staffordshire
ST12,52.94795,-2.17117,Staffordshire
ST13,53.1009,-2.01793,Staffordshire
ST14,52.90304,-1.86767,Staffordshire
ST15,52.90033,-2.14719,Staffordshire
ST16,52.81315,-2.11871,Staffordshire
ST17,52.7889,-2.09936,Staffordshire
ST18,52.81408,-2.08161,Staffordshire
ST19,52.71243,-2.14656,Staffordshire
ST20,52.79854,-2.26255,Staffordshire
ST21,52.86777,-2.25851,Staffordshire
ST5,53.01526,-2.23703,Staffordshire
ST7,53.08802,-2.2658,Staffordshire
ST8,53.11517,-2.16735,Staffordshire
ST9,53.05052,-2.09847,Staffordshire
WS11,52.68914,-2.01776,Staffordshire
WS12,52.70623,-1.99852,Staffordshire
WS13,52.6917,-1.818,Staffordshire
WS14,52.66292,-1.81368,Staffordshire
WS15,52.75834,-1.91701,Staffordshire
WS6,52.65767,-2.02218,Staffordshire
WS7,52.68012,-1.91272,Staffordshire
WV5,52.53342,-2.20936,Staffordshire
WV8,52.62337,-2.1832,Staffordshire
SK1,53.40736,-2.15044,Stockport
SK2,53.3948,-2.13235,Stockport
SK3,53.39835,-2.16996,Stockport
SK4,53.41901,-2.17908,Stockport
SK5,53.43433,-2.15204,Stockport
SK6,53.40563,-2.07973,Stockport
SK7,53.36962,-2.14129,Stockport
SK8,53.37941,-2.20748,Stockport
TS15,54.49144,-1.32992,Stockton-on-Tees
TS16,54.52393,-1.35257,Stockton-on-Tees
TS17,54.53713,-1.30289,Stockton-on-Tees
TS18,54.56241,-1.32257,Stockton-on-Tees
TS19,54.57781,-1.34398,Stockton-on-Tees
TS20,54.58572,-1.3129,Stockton-on-Tees
TS22,54.61809,-1.3139,Stockton-on-Tees
TS23,54.60803,-1.28465,Stockton-on-Tees
ST1,53.02616,-2.17148,Stoke-on-Trent
ST2,53.02711,-2.1357,Stoke-on-Trent
ST3,52.98037,-2.12214,Stoke-on-Trent
ST4,52.99468,-2.18328,Stoke-on-Trent
ST6,53.0576,-2.18951,Stoke-on-Trent
CB9,52.08212,0.44187,Suffolk
CO10,52.05706,0.72355,Suffolk
IP1,52.06644,1.14151,Suffolk
IP10,52.01888,1.26939,Suffolk
IP11,51.97028,1.3343,Suffolk
IP12,52.09243,1.37262,Suffolk
IP13,52.18475,1.32107,Suffolk
IP14,52.20597,1.03423,Suffolk
IP15,52.15686,1.59688,Suffolk
IP16,52.20397,1.58604,Suffolk
IP17,52.22985,1.50316,Suffolk
IP18,52.32995,1.67259,Suffolk
IP19,52.33982,1.4957,Suffolk
IP2,52.04501,1.13563,Suffolk
IP21,52.36431,1.23608,Suffolk
IP22,52.37548,1.05319,Suffolk
IP23,52.30615,1.12472,Suffolk
IP27,52.4298,0.5861,Suffolk
IP28,52.32627,0.54924,Suffolk
IP29,52.19245,0.66303,Suffolk
IP3,52.0418,1.18792,Suffolk
IP30,52.20909,0.83679,Suffolk
IP31,52.29023,0.82877,Suffolk
IP32,52.25326,0.71797,Suffolk
IP33,52.24178,0.70848,Suffolk
IP4,52.06,1.18046,Suffolk
IP5,52.06102,1.24182,Suffolk
IP6,52.131,1.11536,Suffolk
IP7,52.06872,0.94901,Suffolk
IP8,52.06169,1.0828,Suffolk
IP9,51.99067,1.14931,Suffolk
NR32,52.48903,1.73448,Suffolk
NR33,52.45441,1.71976,Suffolk
NR34,52.43791,1.58442,Suffolk
NR35,52.46125,1.43463,Suffolk
DH4,54.85444,-1.4906,Sunderland
DH5,54.82372,-1.45363,Sunderland
NE37,54.913,-1.52574,Sunderland
NE38,54.89412,-1.52441,Sunderland
SR1,54.90695,-1.37919,Sunderland
SR2,54.88716,-1.37638,Sunderland
SR3,54.87747,-1.41549,Sunderland
SR4,54.90088,-1.42451,Sunderland
SR5,54.92334,-1.42419,Sunderland
SR6,54.9348,-1.37876,Sunderland
SR9,54.90243,-1.37458,Sunderland
CR3,51.28687,-0.07964,Surrey
CR6,51.30799,-0.05149,Surrey
GU1,51.24255,-0.56436,Surrey
GU10,51.1975,-0.79622,Surrey
GU12,51.25167,-0.73032,Surrey
GU15,51.3345,-0.73952,Surrey
GU16,51.311,-0.72868,Surrey
GU18,51.34813,-0.67021,Surrey
GU19,51.35914,-0.69,Surrey
GU2,51.24468,-0.59152,Surrey
GU20,51.36776,-0.65671,Surrey
GU21,51.32006,-0.57773,Surrey
GU22,51.31162,-0.54929,Surrey
GU23,51.29671,-0.50816,Surrey
GU24,51.32963,-0.62625,Surrey
GU25,51.4009,-0.56948,Surrey
GU26,51.11243,-0.74557,Surrey
GU27,51.08155,-0.71785,Surrey
GU3,51.24596,-0.62301,Surrey
GU4,51.24315,-0.53999,Surrey
GU5,51.20237,-0.51551,Surrey
GU6,51.14078,-0.48174,Surrey
GU7,51.18915,-0.61039,Surrey
GU8,51.15082,-0.64014,Surrey
GU9,51.21815,-0.79282,Surrey
KT10,51.36749,-0.35357,Surrey
KT11,51.32769,-0.40237,Surrey
KT12,51.37721,-0.40639,Surrey
KT13,51.36788,-0.44838,Surrey
KT14,51.33869,-0.48526,Surrey
KT15,51.36309,-0.49451,Surrey
KT16,51.38312,-0.51398,Surrey
KT17,51.34078,-0.24827,Surrey
KT18,51.3167,-0.2621,Surrey
KT19,51.35096,-0.26799,Surrey
KT20,51.28564,-0.23029,Surrey
KT21,51.31098,-0.30106,Surrey
KT22,51.3007,-0.33731,Surrey
KT23,51.28137,-0.36956,Surrey
KT24,51.26869,-0.42879,Surrey
KT7,51.38959,-0.3269,Surrey
KT8,51.40089,-0.36243,Surrey
RH1,51.23683,-0.15623,Surrey
RH2,51.23485,-0.20215,Surrey
RH3,51.23242,-0.2796,Surrey
RH4,51.22871,-0.33418,Surrey
RH5,51.19463,-0.34113,Surrey
RH6,51.17126,-0.1617,Surrey
RH7,51.17427,-0.01564,Surrey
RH8,51.2513,0.00344,Surrey
RH9,51.23543,-0.06889,Surrey
SM7,51.32296,-0.20014,Surrey
TW15,51.43002,-0.45491,Surrey
TW16,51.4151,-0.41514,Surrey
TW17,51.39753,-0.44594,Surrey
TW18,51.428,-0.50677,Surrey
TW19,51.45221,-0.50166,Surrey
TW20,51.42674,-0.54997,Surrey
SN1,51.55689,-1.77351,Swindon
SN2,51.57939,-1.78206,Swindon
SN25,51.5911,-1.79644,Swindon
SN26,51.61086,-1.78335,Swindon
SN3,51.56132,-1.74319,Swindon
SN4,51.53089,-1.81978,Swindon
SN5,51.56509,-1.83696,Swindon
SN6,51.62067,-1.74141,Swindon
M34,53.45594,-2.11748,Tameside
M43,53.48378,-2.1477,Tameside
OL5,53.51712,-2.03771,Tameside
OL6,53.49372,-2.08593,Tameside
OL7,53.49011,-2.10552,Tameside
SK14,53.45149,-2.05422,Tameside
SK15,53.48655,-2.04672,Tameside
SK16,53.47395,-2.08137,Tameside
TF1,52.70246,-2.50323,Telford and Wrekin
TF10,52.76943,-2.38541,Telford and Wrekin
TF2,52.70002,-2.43956,Telford and Wrekin
TF3,52.66404,-2.44363,Telford and Wrekin
TF4,52.66125,-2.46726,Telford and Wrekin
TF5,52.7149,-2.53594,Telford and Wrekin
TF6,52.7355,-2.55397,Telford and Wrekin
TF7,52.63525,-2.44925,Telford and Wrekin
TF8,52.62974,-2.47875,Telford and Wrekin
RM15,51.508,0.27843,Thurrock
RM16,51.49148,0.341,Thurrock
RM17,51.4791,0.33029,Thurrock
RM18,51.46646,0.37716,Thurrock
RM19,51.4825,0.24835,Thurrock
RM20,51.47812,0.28847,Thurrock
SS17,51.52093,0.44055,Thurrock
TQ1,50.47156,-3.52209,Torbay
TQ2,50.47398,-3.54331,Torbay
TQ3,50.44298,-3.57469,Torbay
TQ4,50.42326,-3.56982,Torbay
TQ5,50.39151,-3.52234,Torbay
M17,53.46906,-2.31789,Trafford
M31,53.4193,-2.42136,Trafford
M32,53.45021,-2.30872,Trafford
M33,53.4205,-2.32506,Trafford
M41,53.45095,-2.36294,Trafford
WA14,53.38624,-2.35788,Trafford
WA15,53.38364,-2.32478,Trafford
WF1,53.68684,-1.49117,Wakefield
WF10,53.72388,-1.3437,Wakefield
WF11,53.71078,-1.25602,Wakefield
WF2,53.67254,-1.51102,Wakefield
WF4,53.64741,-1.51888,Wakefield
WF5,53.67998,-1.57605,Wakefield
WF6,53.69997,-1.41375,Wakefield
WF7,53.66639,-1.35065,Wakefield
WF8,53.68497,-1.29887,Wakefield
WF9,53.60599,-1.31983,Wakefield
WS1,52.57945,-1.97786,Walsall
WS2,52.58845,-2.00148,Walsall
WS3,52.61812,-1.98966,Walsall
WS4,52.60552,-1.95865,Walsall
WS5,52.56776,-1.95869,Walsall
WS8,52.64597,-1.93348,Walsall
WS9,52.6091,-1.91729,Walsall
WV12,52.60552,-2.03987,Walsall
WV13,52.58484,-2.06052,Walsall
WA1,53.39442,-2.5685,Warrington
WA13,53.38226,-2.46911,Warrington
WA2,53.41054,-2.58075,Warrington
WA3,53.45384,-2.54821,Warrington
WA4,53.36472,-2.57412,Warrington
WA5,53.39857,-2.63624,Warrington
B46,52.50803,-1.69351,Warwickshire
B49,52.21704,-1.86679,Warwickshire
B50,52.16847,-1.85377,Warwickshire
B80,52.27641,-1.89593,Warwickshire
B94,52.3509,-1.7915,Warwickshire
B95,52.28524,-1.78008,Warwickshire
CV10,52.52535,-1.50028,Warwickshire
CV11,52.51885,-1.45318,Warwickshire
CV12,52.47399,-1.47288,Warwickshire
CV21,52.36774,-1.27438,Warwickshire
CV22,52.35522,-1.28633,Warwickshire
CV23,52.36165,-1.30826,Warwickshire
CV31,52.27819,-1.52358,Warwickshire
CV32,52.2962,-1.53072,Warwickshire
CV33,52.25735,-1.48424,Warwickshire
CV34,52.2829,-1.57924,Warwickshire
CV35,52.229,-1.5944,Warwickshire
CV36,52.06726,-1.62504,Warwickshire
CV37,52.1853,-1.71328,Warwickshire
CV47,52.23349,-1.38494,Warwickshire
CV8,52.3511,-1.54336,Warwickshire
CV9,52.58493,-1.55864,Warwickshire
RG14,51.39957,-1.32143,West Berkshire
RG17,51.43998,-1.48775,West Berkshire
RG18,51.43326,-1.2418,West Berkshire
RG19,51.39368,-1.24102,West Berkshire
RG20,51.40325,-1.33575,West Berkshire
RG7,51.3979,-1.07706,West Berkshire
BN11,50.81288,-0.37599,West Sussex
BN12,50.81354,-0.42423,West Sussex
BN13,50.83037,-0.40521,West Sussex
BN14,50.83181,-0.37959,West Sussex
BN15,50.83013,-0.32426,West Sussex
BN16,50.81446,-0.49377,West Sussex
BN17,50.81408,-0.53495,West Sussex
BN18,50.84881,-0.57933,West Sussex
